question,reference_answer,generated_answer,exact_match,token_f1,bert_f1
দুবাইয়ে এনআইডি কার্ড প্রসেসিং সময় কত এবং গুরুত্বপূর্ণ নির্দেশনা কী?,"দুবাইয়ে এনআইডি কার্ডের প্রসেসিং সময় যাচাই প্রক্রিয়ার কারণে ভিন্ন হতে পারে। আবেদন যাচাই আপাতত উপজেলা নির্বাচন অফিসের মাধ্যমে করা হয়। ভবিষ্যতে ব্যবহারের জন্য ইউজারনেম ও পাসওয়ার্ড সংরক্ষণ করতে হবে, যাতে প্রয়োজন হলে অ্যাপয়েন্টমেন্ট বুক বা এনআইডি ডাউনলোড করা যায়।",এনআইডি কার্ড প্রসেসিং সময় ১5 দিন এবং গুরুত্বপূর্ণ নির্দেশনা হলো এনআইডি কার্ড সংগ্রহ করে এনআইডি অনলাইন সেবা ব্যবস্থায় ব্যবহার করা।,0.0,0.1694915254237288,0.7376117706298828
গাইডে টিআইএন সহায়তার জন্য কতজন প্রধান যোগাযোগ ব্যক্তির নাম আছে?,গাইডে দুইজন পেশাদার যোগাযোগ ব্যক্তির নাম আছে: হাবিব মোরশেদ ও সাজ্জাদ হোসেন।,গাইডে টিআইএন সহায়তার জন্য সাধারণত ৪ প্রধান যোগাযোগ ব্যক্তির নাম আছে।,0.0,0.43478260869565216,0.7821969985961914
প্রবাসী NID এর জন্য জন্ম নিবন্ধন কেমন হতে হবে?,জন্ম নিবন্ধন অবশ্যই অনলাইন ভেরিফাইড বাংলাদেশি জন্ম নিবন্ধন সনদ হতে হবে।,জন্ম নিবন্ধন হলো জন্মের প্রমাণপত্র। জন্ম নিবন্ধন সরকারি প্রমাণ এবং পাসপোর্ট-ও পাসপোর্ট আবেদনে প্রয়োজন হয়।,0.0,0.2962962962962963,0.735807478427887
BDRIS ওটিপি মেয়াদ কত?,BDRIS লগইনের সময় ওটিপির মেয়াদ সাধারণত ৫ মিনিট। ওটিপি না এলে বারবার পাঠানোর চেষ্টা না করে কিছুক্ষণ অপেক্ষা করে আবার চেষ্টা করা উচিত। সমস্যা হলে ১৬১৫২ কল সেন্টারে যোগাযোগ করা যায়।,"ফিজিক্যাল অফিসে প্রয়োজন হলে ১৫ দিন, অন্যান্য ক্ষেত্রে ২০ দিন।",0.0,0.04878048780487805,0.6606492400169373
সনদ সংগ্রহে প্রতিনিধি পাঠানো যায়?,"সনদ সংগ্রহের ক্ষেত্রে সংশ্লিষ্ট নিবন্ধক কার্যালয়ের নিয়ম অনুসরণ করতে হয়। আবেদনকারী নিজে যেতে না পারলে অনুমোদিত প্রতিনিধি পরিচয়পত্র, আবেদনপত্র বা প্রয়োজনীয় কাগজসহ সনদ সংগ্রহ করতে পারবেন কি না তা কার্যালয় থেকে নিশ্চিত করা উচিত।",হ্যাঁ। সনদ সংগ্রহের জন্য সংশ্লিষ্ট নিবন্ধক কার্যালয়ে যোগাযোগ করতে হয়।,0.0,0.2727272727272727,0.7617692351341248
জন্ম সনদের ঠিকানা পরিবর্তন কীভাবে করব?,"জন্ম নিবন্ধনের ভুল সংশোধনের জন্য BDRIS পোর্টালের জন্ম নিবন্ধন তথ্য সংশোধন আবেদন অপশন ব্যবহার করতে হয়। জন্ম নিবন্ধন নম্বর ও জন্ম তারিখ দিয়ে রেকর্ড খুঁজে সংশোধনের বিষয় নির্বাচন করে চাহিত সংশোধিত তথ্য, সংশোধনের কারণ, প্রমাণপত্র এবং আবেদনকারীর তথ্য দিয়ে আবেদন জমা দিতে হয়।","জন্ম নিবন্ধনের তথ্য সংশোধনের জন্য BDRIS পোর্টালের জন্ম নিবন্ধন তথ্য সংশোধন আবেদন অপশন ব্যবহার করতে হয়। জন্ম নিবন্ধন নম্বর ও জন্ম তারিখ দিয়ে রেকর্ড খুঁজে সংশোধনের বিষয় নির্বাচন করে সংশোধনের বিষয়, চাহিত সংশোধিত তথ্য, সংশো�",0.0,0.8461538461538461,0.9023481011390686
দেশের ভিতরের সব এক্সপ্রেস পাসপোর্ট ফি কত?,"বাংলাদেশের অভ্যন্তরে এক্সপ্রেস ফি হলো: ৪৮ পৃষ্ঠা ৫ বছর ৬,৩২৫ টাকা, ৪৮ পৃষ্ঠা ১০ বছর ৮,০৫০ টাকা, ৬৪ পৃষ্ঠা ৫ বছর ৮,৬২৫ টাকা, ৬৪ পৃষ্ঠা ১০ বছর ১০,৩৫০ টাকা।","বিদেশস্থ বাংলাদেশ মিশনে দেশের ভিতরের সব এক্সপ্রেস ডেলিভারির ক্ষেত্রে পাসপোর্টের ফি ১৫% ভ্যাটসহ ৮,২৫০ টাকা।",0.0,0.163265306122449,0.7258287668228149
বিদেশে মৃত্যু হলে মৃত্যু নিবন্ধন কোথায় হবে?,বিদেশে মৃত্যুবরণকারী বাংলাদেশির মৃত্যু নিবন্ধনের জন্য সংশ্লিষ্ট বাংলাদেশ দূতাবাস বা মিশনের ক্ষমতাপ্রাপ্ত কর্মকর্তার মাধ্যমে প্রক্রিয়া সম্পন্ন করা যায়। মৃত্যুর প্রমাণপত্র ও পরিচয়সংক্রান্ত কাগজপত্র প্রয়োজন হতে পারে।,বিদেশে মৃত্যুবরণকারী বাংলাদেশির মৃত্যু নিবন্ধনের জন্য সংশ্লিষ্ট বাংলাদেশ দূতাবাস বা মিশনের ক্ষমতাপ্রাপ্ত কর্মকর্তার মাধ্যমে প্রক্রিয়া সম্পন্ন করা যায়। মৃত্যুর প্রমাণপত্র ও পরিচয়সংক্রান্ত কাগজপত্র প্রয়োজন হতে পারে।,1.0,1.0,0.9999999403953552
প্রবাসে NID আবেদন কোথায় করতে হয়?,বাংলাদেশ দূতাবাস বা মিশন অফিসে নির্ধারিত সময়ে বায়োমেট্রিক দিতে হয়।,প্রবাসে সংশ্লিষ্ট বাংলাদেশ দূতাবাস বা মিশন অফিসে NID আবেদন করা যায়।,0.0,0.47619047619047616,0.8451837301254272
প্রবাসে কারও মৃত্যু হলে মৃত্যু সনদ কীভাবে করব?,বিদেশে মৃত্যুবরণকারী বাংলাদেশির মৃত্যু নিবন্ধনের জন্য সংশ্লিষ্ট বাংলাদেশ দূতাবাস বা মিশনের ক্ষমতাপ্রাপ্ত কর্মকর্তার মাধ্যমে প্রক্রিয়া সম্পন্ন করা যায়। মৃত্যুর প্রমাণপত্র ও পরিচয়সংক্রান্ত কাগজপত্র প্রয়োজন হতে পারে।,বিদেশে মৃত্যুবরণকারী বাংলাদেশির মৃত্যু নিবন্ধনের জন্য সংশ্লিষ্ট বাংলাদেশ দূতাবাস বা মিশনের ক্ষমতাপ্রাপ্ত কর্মকর্তার মাধ্যমে প্রক্রিয়া সম্পন্ন করা যায়। মৃত্যুর প্রমাণপত্র ও পরিচয়সংক্রান্ত কাগজপত্র প্রয়োজন হতে পারে।,0.0,0.8846153846153846,0.9412186741828918
"ম্যানুয়াল টিআইএন আবেদনে কোম্পানির জন্য যে ডকুমেন্ট লাগে কিন্তু ব্যক্তির জন্য লাগে না, সেটি কী?","কোম্পানির জন্য কোম্পানি ইনকরপোরেশন সার্টিফিকেট লাগে, যা ব্যক্তিগত আবেদনে লাগে না।","কোম্পানির জন্য কোম্পানি ইনকরপোরেশন সার্টিফিকেট লাগে, ব্যক্তির জন্য না লাগে।",0.0,0.761904761904762,0.927495002746582
অফিসিয়াল ওজিআর লিগ্যাল গাইড অনুযায়ী আরজেএসসি ইনকরপোরেশনের পর কোম্পানির প্রথম কাজ কী?,আরজেএসসি ইনকরপোরেশনের পর কোম্পানির প্রথম কাজ হলো এনবিআর ই-টিআইএন পোর্টাল থেকে টিআইএন নেওয়া।,কোম্পানির প্রথম কাজ হলো টিআইএন আবেদন করা।,0.0,0.4761904761904762,0.8332869410514832
"শিশুর জন্ম বাড়িতে হয়েছে, কোন প্রমাণ লাগবে?","বাড়িতে জন্ম হলেও জন্ম নিবন্ধন করা যায়। এ ক্ষেত্রে স্থানীয় স্বাস্থ্যকর্মী, পরিবার কল্যাণ কর্মী, ইউনিয়ন পরিষদ বা সংশ্লিষ্ট কর্তৃপক্ষের প্রত্যয়ন, টিকা কার্ড বা গ্রহণযোগ্য জন্ম-প্রমাণপত্র জমা দিতে হতে পারে।","বাড়িতে জন্ম হলেও জন্ম নিবন্ধন করা যায়। এ ক্ষেত্রে স্থানীয় স্থানপ্রতিনিধি, স্থানীয় হাসপাতাল, চিকিৎসক বা স্থানীয় কর্তৃপক্ষের প্রত্যয়ন, জন্মের প্রমাণপত্র অনুযায়ী আবেদনপত্র এবং প্রয়োজনীয় কাগজপত্র জমা দিতে হতে পারে।",0.0,0.6101694915254238,0.8561035394668579
অনলাইন পোর্টালে সমস্যা জানাব কীভাবে?,"ই-পাসপোর্ট পোর্টালের যোগাযোগ পেইজে অ্যাপ্লিকেশন আইডি বা অনলাইন রেজিস্ট্রেশন আইডি, পূর্ণ নাম, ই-মেইল এবং সমস্যার বর্ণনা দিয়ে যোগাযোগ করা যায়।",সমস্যা জানালে এক্সপ্রেস ই-মেইল বা ১৬১৫২ কল সেন্টারে যোগাযোগ করা যায়।,0.0,0.3529411764705882,0.7177329063415527
আপনি যে গাইড থেকে উত্তর দিচ্ছেন তার সঠিক শিরোনাম কী?,গাইডটির শিরোনাম হলো বাংলাদেশে কোম্পানির জন্য ট্যাক্স আইডেন্টিফিকেশন নম্বর বা টিআইএন।,গাইডটির শিরোনাম হলো বাংলাদেশ সরকারের সরকারি সেবা সম্পর্কিত সহায়ক সহকারীর জন্য প্রবেশ অনুমোদন প্রক্রিয়ার গাইড।,0.0,0.30769230769230765,0.7388537526130676
টিআইএন সার্টিফিকেট স্পষ্টভাবে লাগে এমন তিন ধরনের ব্যবসায়িক লাইসেন্সের নাম বলুন।,"ট্রেড লাইসেন্স, আমদানি নিবন্ধন সার্টিফিকেট এবং রপ্তানি নিবন্ধন সার্টিফিকেটের জন্য টিআইএন প্রয়োজন।","টিআইএন সার্টিফিকেট স্পষ্টভাবে লাগে এমন তিন ধরনের ব্যবসায়িক লাইসেন্সের নাম হলো: ব্যাংক, কর এবং ভ্যাটসহ অন্যান্য ব্যবসায়িক লাইসেন্স।",0.0,0.26666666666666666,0.7382104992866516
ওটিপি বারবার পাঠাব কি?,BDRIS লগইনের সময় ওটিপির মেয়াদ সাধারণত ৫ মিনিট। ওটিপি না এলে বারবার পাঠানোর চেষ্টা না করে কিছুক্ষণ অপেক্ষা করে আবার চেষ্টা করা উচিত। সমস্যা হলে ১৬১৫২ কল সেন্টারে যোগাযোগ করা যায়।,"না, একটি অ্যাকাউন্ট একটি ই-মেইল ও একটি মোবাইল নম্বর দিয়ে নির্বাচন করে ব্যবহার করা যায়।",0.0,0.12765957446808507,0.6580601930618286
বিদেশে শ্রমিক ও শিক্ষার্থীদের জন্য ৪৮ পৃষ্ঠা ও ১০ বছর মেয়াদী পাসপোর্টের এক্সপ্রেস ফি কত?,৭৫ মার্কিন ডলার।,১৫০ মার্কিন ডলার।,0.0,0.6666666666666666,0.9714304804801941
অনলাইনে এনআইডি কার্ড আসল নাকি নকল তা কীভাবে যাচাই করা যায়?,"https://www.upension.gov.bd/ ওয়েবসাইটে Pension Registration অপশনে গিয়ে এনআইডি নম্বর, জন্মতারিখ ও অন্যান্য প্রয়োজনীয় তথ্য দিয়ে যাচাই করলে এনআইডির তথ্য সঠিক কিনা দেখা যায়।",অনলাইনে এনআইডি কার্ড যাচাই করতে প্রথমে এনআইডি ওয়েবসাইটে গিয়ে লগইন করতে হয়। অ্যাপ্লিকেশন আইডি বা পাসওয়ার্ড দিয়ে লগইন করে এনআইডি নম্বর এবং জন্মতারিখ দিয়ে তথ্য খুঁজে যাচাই করা যায়। যদি তথ্য সঠিক তাহলে এনআইডি কার্ডের স্ক্যান কপি,0.0,0.25396825396825395,0.743565022945404
সুপার এক্সপ্রেস ৪৮ পৃষ্ঠা ১০ বছর ই-পাসপোর্টে কত টাকা লাগে?,"বাংলাদেশের অভ্যন্তরে ৪৮ পৃষ্ঠা ও ১০ বছর মেয়াদের ই-পাসপোর্টের সুপার এক্সপ্রেস ডেলিভারি ফি ১৫% ভ্যাটসহ ১০,৩৫০ টাকা।",বিদেশস্থ বাংলাদেশ মিশনে সুপার এক্সপ্রেস ডেলিভারির ক্ষেত্রে ৪৮ পৃষ্ঠা ও ১০ বছর মেয়াদের ই-পাসপোর্টের ফি ১৫০ মার্কিন ডলার।,0.0,0.5789473684210527,0.8812909722328186
বিয়ের পর স্বামীর নাম সংযোজন কিভাবে করা যায়?,নিকাহনামা ও স্বামীর NID কপি সংযুক্ত করে অনলাইন বা সংশ্লিষ্ট নির্বাচন অফিসে আবেদন করতে হয়।,বিয়ের পর স্বামীর নাম সংযোজন হলো স্বামীর নাম ও স্ত্রীর নাম একই অনুযায়ী সংরক্ষিত হতে।,0.0,0.13333333333333333,0.7235904335975647
দেশের ভিতরে ৬৪ পৃষ্ঠা ১০ বছর পাসপোর্টের এক্সপ্রেস চার্জ কত?,"বাংলাদেশের অভ্যন্তরে ৬৪ পৃষ্ঠা ও ১০ বছর মেয়াদের ই-পাসপোর্টের এক্সপ্রেস ডেলিভারি ফি ১৫% ভ্যাটসহ ১০,৩৫০ টাকা।","৫,০২৫ টাকা।",0.0,0.09523809523809525,0.6885507106781006
স্লিপ ছাড়া পাসপোর্ট তুলতে পারব?,"ডেলিভারি স্লিপ হারালে প্রিন্ট সামারি বা অ্যাপয়েন্টমেন্ট কপি, এনআইডির কপি এবং সম্ভব হলে ডেলিভারি স্লিপের ফটোকপি নিয়ে পাসপোর্ট অফিসে যোগাযোগ করুন।","না, স্লিপ ছাড়া পাসপোর্ট নেওয়া যায় না।",0.0,0.14285714285714285,0.7398970127105713
৪৮ পৃষ্ঠা ১০ বছর এক্সপ্রেস ডেলিভারির ফি জানতে চাই।,"বাংলাদেশের অভ্যন্তরে ৪৮ পৃষ্ঠা ও ১০ বছর মেয়াদের ই-পাসপোর্টের এক্সপ্রেস ডেলিভারি ফি ১৫% ভ্যাটসহ ৮,০৫০ টাকা।","ফি ১৫% ভ্যাটসহ ৮,২৫০ টাকা।",0.0,0.4166666666666667,0.812890350818634
১৭ ডিজিটের এনআইডি নম্বরে ইউনিয়ন বা ওয়ার্ড কোড কোথায় থাকে?,উপজেলা বা থানা কোডের পরের দুইটি সংখ্যা ইউনিয়ন বা ওয়ার্ড কোড নির্দেশ করে।,ইউনিয়ন বা ওয়ার্ড কোড এনআইডি নম্বরের সাথে সংযুক্ত আছে।,0.0,0.3636363636363637,0.7549290060997009
ছোট-বড় সব কোম্পানির জন্য কি টিআইএন বাধ্যতামূলক?,"হ্যাঁ। আয়কর আইন, ২০২৩ অনুযায়ী বাংলাদেশে ব্যবসা পরিচালনাকারী প্রত্যেক কোম্পানির জন্য টিআইএন বাধ্যতামূলক।",হ্যাঁ। বিদেশস্থ বাংলাদেশ মিশনে কোম্পানির জন্য টিআইএন বাধ্যতামূলক।,0.0,0.4761904761904762,0.8220609426498413
জন্মস্থানের ঠিকানা ভুল হলে সংশোধন করা যাবে?,"জন্ম নিবন্ধনে বর্তমান ঠিকানা, স্থায়ী ঠিকানা বা জন্মস্থানের ঠিকানা ভুল হলে জন্ম নিবন্ধন তথ্য সংশোধন আবেদন করতে হয়। সঠিক ঠিকানার প্রমাণপত্র এবং সংশোধনের কারণ দিতে হয়।","না, জন্ম নিবন্ধনের তথ্য সংশোধনের জন্য BDRIS পোর্টালের জন্ম নিবন্ধন তথ্য সংশোধন আবেদন অপশন ব্যবহার করতে হয়। সঠিক জন্ম নিবন্ধন নম্বর ও জন্ম তারিখ দিয়ে রেকর্ড খুঁজে সংশোধনের বিষয় নির্বাচন করে পরেক্ষণাগত প্রক্রিয়া সম্পন্ন করতে",0.0,0.32786885245901637,0.7979163527488708
রেগুলার ৬৪ পৃষ্ঠা ৫ বছর ই-পাসপোর্টে কত টাকা লাগে?,"বাংলাদেশের অভ্যন্তরে ৬৪ পৃষ্ঠা ও ৫ বছর মেয়াদের ই-পাসপোর্টের রেগুলার ডেলিভারি ফি ১৫% ভ্যাটসহ ৬,৩২৫ টাকা।",বিদেশস্থ বাংলাদেশ মিশনে সাধারণ আবেদনকারীর জন্য রেগুলার ডেলিভারির ক্ষেত্রে ৬৪ পৃষ্ঠা ও ৫ বছর মেয়াদের ই-পাসপোর্টের রেগুলার চার্জ ১৫০ মার্কিন ডলার।,0.0,0.45,0.8360307216644287
বিদেশে সাধারণ আবেদনকারীর সব রেগুলার ফি বলুন।,"বিদেশস্থ বাংলাদেশ মিশনে সাধারণ আবেদনকারীর রেগুলার ফি হলো: ৪৮ পৃষ্ঠা ৫ বছর ১০০ ডলার, ৪৮ পৃষ্ঠা ১০ বছর ১২৫ ডলার, ৬৪ পৃষ্ঠা ৫ বছর ১৫০ ডলার, ৬৪ পৃষ্ঠা ১০ বছর ১৭৫ ডলার।",বিদেশস্থ বাংলাদেশ মিশনে সাধারণ আবেদনকারীর জন্য রেগুলার ডেলিভারির ফি ১৫০ মার্কিন ডলার।,0.0,0.4090909090909091,0.8062593936920166
ব্যবসায়ী হলে এনআইডিতে পেশা পরিবর্তনের জন্য কী কাগজপত্র লাগে?,হালনাগাদ ট্রেড লাইসেন্স বা চেম্বার অব কমার্সের সদস্যপদ সনদ জমা দেওয়া যায়।,"ব্যাংক স্লিপ, টিআইএন সার্টিফিকেট এবং প্রযোজ্য ক্ষেত্রে ব্যাংক হিসাব ওয়ারান্ত লাইসেন্স লাগতে পারে।",0.0,0.08,0.7111513614654541
এফএম অ্যাসোসিয়েটসের মতে ডিজিটাল ই-টিআইএনের প্রধান সুবিধা কী?,ডিজিটাল ই-টিআইএন কর আদায় প্রক্রিয়ার মান ও দক্ষতা বাড়ায়।,"ডিজিটাল ই-টিআইএনের প্রধান সুবিধা হলো প্রযোজ্য সময়ে অনলাইনে আবেদন করা, তথ্য সংশোধন, প্রক্রিয়া অপশন, তথ্য অ্যাক্সেস এবং প্রয়োজনীয় সময়ে অনলাইন সুবিধা পাওয়া।",0.0,0.12121212121212122,0.7363716959953308
ব্যবসায়িক অংশীদার বা ব্যাংকের সঙ্গে কি টিআইএন শেয়ার করা যায়?,"হ্যাঁ। ব্যাংক, সরকারি দপ্তর এবং ব্যবসায়িক অংশীদারের যাচাইয়ের জন্য টিআইএন শেয়ার করা যায়।",হ্যাঁ। ব্যাংক বা ব্যাংক গ্রহণকারী কোম্পানির সঙ্গে কার্যক্রম সম্পন্ন করার জন্য টিআইএন শেয়ার করতে হয়।,0.0,0.3571428571428571,0.8277584314346313
NID আবেদনের জন্য টোকিও দূতাবাসে কী কী ডকুমেন্ট লাগে?,"অনলাইন আবেদন ফরম-২ক, বৈধ পাসপোর্ট, ১৭ ডিজিট জন্ম নিবন্ধন, ছবি, নাগরিক সনদ, ইউটিলিটি বিল, শিক্ষা সনদ এবং বিশেষ এলাকার জন্য ফরম-২ প্রয়োজন হতে পারে।","টোকিও দূতাবাসে প্রয়োজনীয় ডকুমেন্ট হলো এনআইডি বা জন্মনিবন্ধন সনদের মূল ও ফটোকপি, পাসপোর্ট সাইজ ২ টি ছবি, এনআইডি তথ্য অনুসারে প্রয়োজনীয় কাগজপত্র এবং আবেদনকারীর পরিচয়সংক্রান্ত কাগজপত্র।",0.0,0.15384615384615385,0.7322664856910706
১৭ ডিজিটের এনআইডি নম্বরে উপজেলা বা থানা কোড কোথায় থাকে?,RMO কোডের পরের দুইটি সংখ্যা উপজেলা বা থানা কোড নির্দেশ করে।,উপজেলা বা থানা কোড এনআইডি নম্বরে ১০ ডিজিটের অংশে থাকে।,0.0,0.380952380952381,0.7534270286560059
E-passport er delivery status kivabe check kora jay?,ই-পাসপোর্ট পোর্টালে গিয়ে 'স্ট্যাটাস চেক' অপশনে Application ID বা Online Registration ID এবং জন্ম তারিখ দিয়ে স্ট্যাটাস জানা যাবে।,হ্যাঁ। ই-পাসপোর্ট অনলাইন অ্যাকাউন্টে লগইন করে অ্যাকাউন্টের ডাউনলোড সেটিং থেকে স্ট্যাটাস চেক করা যায়।,0.0,0.2285714285714286,0.7728903293609619
পুরোনো টিআইএন নিবন্ধন ব্যবস্থায় ব্যবহারকারী আইডি ও পাসওয়ার্ড তৈরি করতে কী লাগে?,পোর্টালে একটি ফোন নম্বর দিতে হয় এবং সেই নম্বরে এসএমএসের মাধ্যমে যাচাইকরণ কোড পাঠানো হয়।,পুরোনো টিআইএন নিবন্ধন ব্যবস্থায় ব্যবহারকারী আইডি ও পাসওয়ার্ড তৈরি করতে এনরোলমেন্টের সময় ব্যবহৃত ই-মেইল এবং পাসওয়ার্ড লাগে।,0.0,0.0606060606060606,0.7059762477874756
একই কোম্পানির জন্য একাধিক টিআইএন নেওয়া যায় কি?,না। প্রতিটি কোম্পানির জন্য একটি মাত্র অনন্য টিআইএন থাকে।,না। একই কোম্পানির জন্য একাধিক টিআইএন নেওয়া যায় না।,0.0,0.4444444444444444,0.8680678606033325
বাংলাদেশে কোম্পানির ই-টিআইএন পাওয়ার পূর্ণ ধাপগুলো কী?,"কোম্পানির ই-টিআইএন পেতে প্রথমে এনবিআরের ই-টিআইএন পোর্টালে যেতে হয়, রেজিস্টার অপশনে কোম্পানির প্রাথমিক তথ্য ও মোবাইল নম্বর দিতে হয়, এসএমএসে প্রাপ্ত অ্যাক্টিভেশন কোড দিয়ে নম্বর যাচাই করতে হয়, লগইন করে বিস্তারিত আবেদন ফরম পূরণ করতে হয়, আবেদন সারাংশ যাচাই করে চূড়ান্তভাবে জমা দিতে হয়, এরপর সিস্টেম তাৎক্ষণিকভাবে টিআইএন সার্টিফিকেট তৈরি করে এবং সেটি ডাউনলোড বা প্রিন্ট করে ব্যবহারকারী আইডি ও পাসওয়ার্ড সংরক্ষণ করতে হয়।","কোম্পানির ই-টিআইএন পাওয়ার পূর্ণ ধাপগুলো হলো: প্রথমে কোম্পানি ই-টিআইএন অপশন ছুড়ানো এবং কোম্পানির তথ্য দিয়ে আবেদন করা, অনলাইন এবং অফিসে প্রয়োজনীয় কাগজপত্রসহ প্রক্রিয়া সম্পন্ন করা, এবং শেষে ই-টিআইএন সার্টিফিকেট সংগ্রহ করা।",0.0,0.25999999999999995,0.7593716979026794
টিআইএন সার্টিফিকেট হারিয়ে গেলে কী করতে হবে?,সংরক্ষিত ব্যবহারকারী আইডি ও পাসওয়ার্ড দিয়ে এনবিআর ই-টিআইএন পোর্টালে লগইন করে সার্টিফিকেটের নতুন কপি ডাউনলোড ও প্রিন্ট করতে হবে।,টিআইএন সার্টিফিকেট হারিয়ে গেলে সাধারণত এনবিআর পোর্টালের মাধ্যমে নতুন সার্টিফিকেট সংগ্রহ করতে হবে।,0.0,0.30303030303030304,0.8037549257278442
NID ডাউনলোড করতে প্রথম ধাপ কী?,প্রথমে services.nidw.gov.bd ওয়েবসাইটে গিয়ে ‘রেজিস্টার করুন’ বাটনে ক্লিক করতে হবে।,প্রথম ধাপ হলো NID ওয়েবসাইটে গিয়ে লগইন করা।,0.0,0.1904761904761905,0.7269183397293091
মৃত্যু সনদের কোন ভুলগুলো ঠিক করা যায়?,"মৃত্যু নিবন্ধনে মৃত্যুর তারিখ, মৃত্যুর কারণ, স্বামী বা স্ত্রীর বাংলা ও ইংরেজি নাম, স্বামী বা স্ত্রীর জন্ম নিবন্ধন নম্বর, জাতীয় পরিচয়পত্র নম্বর, মৃত্যুস্থানের ঠিকানা এবং মৃত্যুর সময় বসবাসের ঠিকানা সংশোধনের আবেদন করা যায়।","মৃত্যু নিবন্ধনের ভুল সংশোধনের জন্য BDRIS পোর্টালের মৃত্যু নিবন্ধন তথ্য সংশোধন আবেদন অপশন ব্যবহার করতে হয়। মৃত্যু নিবন্ধন নম্বর ও মৃত্যুর তারিখ দিয়ে তথ্য খুঁজে সংশোধনের বিষয় নির্বাচন করে পরেন্তিরে চাহিত সংশোধিত তথ্য,",0.0,0.24242424242424243,0.761469304561615
NID কোথা থেকে সংগ্রহ করা যায়?,অনলাইনে ডাউনলোড করা যায় অথবা উপজেলা/থানা নির্বাচন অফিস থেকে সংগ্রহ করা যায়।,NID সংগ্রহ বাংলাদেশ নির্বাচন কমিশন অফিসে করে।,0.0,0.2,0.7515547275543213
মৃত্যু নিবন্ধন সংশোধনে আবেদনকারীর সম্পর্ক দিতে হয়?,"জন্ম বা মৃত্যু নিবন্ধনের সংশোধন আবেদনে আবেদনকারীর তথ্য দিতে হয়। আবেদনকারী নিজে, পিতা, মাতা, পিতামহ, পিতামহী, মাতামহ, মাতামহী, অভিভাবক বা সম্পর্কিত অন্য ব্যক্তি হতে পারেন। সম্পর্ক অনুযায়ী পরিচয় ও যোগাযোগের তথ্য দিতে হয়।","হ্যাঁ। মৃত্যু নিবন্ধন সংশোধনে মৃত্যুর তারিখ, মৃত্যুর কারণ, মৃত্যুর স্থান, মৃত ব্যক্তির বাংলা ও ইংরেজি নাম, স্বামী বা স্ত্রীর বাংলা ও ইংরেজি নাম, স্বামী বা স্ত্রীর জন্ম নিবন্ধন নম্বর, মৃত্যুর সময় বসবাসের ঠিকানা, মৃত্যুর",0.0,0.14925373134328357,0.7133458256721497
ভোটার হওয়ার জন্য সর্বনিম্ন কত বছর বয়স হতে হয়?,ভোটার হিসেবে নিবন্ধিত হতে কমপক্ষে ১৮ বছর বয়স হতে হয়।,ভোটার হওয়ার জন্য সর্বনিম্ন ২০ বছর বয়স হতে হয়।,0.0,0.5263157894736842,0.846594512462616
বিদেশ থেকে ৬৪ পৃষ্ঠা ৫ বছর এক্সপ্রেস ই-পাসপোর্টে কত ডলার লাগে?,বিদেশস্থ বাংলাদেশ মিশনে সাধারণ আবেদনকারীর জন্য ৬৪ পৃষ্ঠা ও ৫ বছর মেয়াদের ই-পাসপোর্টের এক্সপ্রেস ডেলিভারি ফি ২০০ মার্কিন ডলার।,বিদেশ স্থানে ৬৪ পৃষ্ঠা ও ৫ বছর মেয়াদের ই-পাসপোর্টের এক্সপ্রেস ডেলিভারি ফি ১৭৫ মার্কিন ডলার।,0.0,0.7222222222222223,0.9040673971176147
মৃত্যু নিবন্ধন নম্বর না থাকলে কী করব?,"জন্ম বা মৃত্যু নিবন্ধন নম্বর না থাকলে অনলাইন যাচাই করা কঠিন। পুরোনো সনদ, আবেদনপত্র বা সংশ্লিষ্ট নিবন্ধক কার্যালয় থেকে নম্বর সংগ্রহ করতে হবে।","মৃত্যু নিবন্ধন নম্বর না থাকলে মৃত্যু নিবন্ধন তথ্য সংগ্রহের জন্য BDRIS পোর্টালের মৃত্যু নিবন্ধন তথ্য সংগ্রহ অপশন ব্যবহার করতে হবে। মৃত্যু নিবন্ধন নম্বর না থাকলে মৃত্যুর তারিখ, মৃত্যুর কারণ, মৃত ব্যক্তির বাংলা ও ইংরেজি নাম,",0.0,0.3103448275862069,0.7328972220420837
সবচেয়ে বড় ফ্লোচার্ট ছবিতে কতটি পৃথক ধাপ দেখানো হয়েছে?,পূর্ণ ফ্লোচার্টে পোর্টালে প্রবেশ থেকে চূড়ান্ত সার্টিফিকেট পাওয়া পর্যন্ত ১০টি পৃথক ধাপ দেখানো হয়েছে।,সবচেয়ে বড় ফ্লোচার্টে ১০টি পৃথক ধাপ দেখানো হয়েছে।,0.0,0.5454545454545454,0.8615437150001526
